,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp,,
10,6636,Polkadot,DOT,polkadot-new,350,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,987579315,1103303471,,11,904869778,8357254960,2022-06-07T18:37:00.000Z,9.235864832,386657509.7,-3.9622,1.27456554,-2.81516207,-10.84084434,-31.09603452,-53.49075629,-47.94554792,9121149063,0.7387,10189961730,2022-06-07T18:37:00.000Z,2502,Huobi Token,HT,huobi-token,0xa2c49cee16a5e5bdefde931107dc1fae9f7773e3,37:47.5,,
11,3717,Wrapped Bitcoin,WBTC,wrapped-bitcoin,445,2019-01-30T00:00:00.000Z,"['medium-of-exchange', 'defi', 'wrapped-tokens', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem']",,273401.6049,273401.6049,,12,,,2022-06-07T18:36:00.000Z,30144.40481,291698924.9,1.8433,0.85799465,-3.60646526,-5.79397778,-12.14618581,-29.53060651,-28.30185218,8241528653,0.6675,8241528653,2022-06-07T18:36:00.000Z,1027,Ethereum,ETH,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,37:47.5,,
12,1958,TRON,TRX,tron,615,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'bnb-chain']",,92796456495,92796456748,,13,71659659264,5851944210,2022-06-07T18:36:00.000Z,0.08166302,812289353,5.5023,0.34685156,-0.63859885,1.03636343,-5.51258812,28.81190964,34.15394548,7578038912,0.6111,7578038933,2022-06-07T18:36:00.000Z,,,,,,37:47.5,,
13,5805,Avalanche,AVAX,avalanche,265,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain']",720000000,280921675.1,404229626.5,,14,,,2022-06-07T18:36:00.000Z,24.68730763,788145458.4,2.0543,1.80296356,-3.85615156,-7.08093064,-52.65116199,-71.42907677,-68.16718258,6935199813,0.5593,17774861491,2022-06-07T18:36:00.000Z,1839,BNB,BNB,bnb,0x1ce0c2827e2ef14d5c4f29a091d735a204794041,37:47.5,,
14,4943,Dai,DAI,multi-collateral-dai,990,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,6888810729,6888810729,,15,,,2022-06-07T18:37:00.000Z,1.000860736,317401106.8,30.6638,0.05347478,0.08712,0.09593991,0.0843265,0.15249174,0.09437275,6894740175,0.5584,6894740175,2022-06-07T18:37:00.000Z,1027,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,37:47.5,,
0,1,Bitcoin,BTC,bitcoin,9524,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000,19060981,19060981,,1,,,2022-06-07T18:37:00.000Z,30192.1378,30931538179,0.4826,0.95849753,-3.58675687,-5.63033292,-12.44338592,-29.36323052,-28.23992907,5.75492E+11,46.6076,6.34035E+11,2022-06-07T18:37:00.000Z,,,,,,38:17.8,,
1,1027,Ethereum,ETH,ethereum,5742,2015-08-07T00:00:00.000Z,"['mineable', 'pow', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'bnb-chain']",,121085951.4,121085951.4,,2,,,2022-06-07T18:36:00.000Z,1803.500951,19159260716,18.599,1.27978517,-2.94011768,-7.97438355,-29.21684244,-44.29568874,-33.74859951,2.18379E+11,17.6859,2.18379E+11,2022-06-07T18:36:00.000Z,,,,,,38:17.8,,
2,825,Tether,USDT,tether,34391,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,72420549553,79713622660,,3,,,2022-06-07T18:37:00.000Z,0.999291263,52168559551,4.4882,0.00310611,-0.00521747,-0.00526054,-0.05075495,-0.10008652,-0.10503963,72369222447,5.8361,79657126685,2022-06-07T18:37:00.000Z,1027,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,38:17.8,,
3,3408,USD Coin,USDC,usd-coin,4309,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,53761044080,53761044080,,4,,,2022-06-07T18:36:00.000Z,1.000359884,4896284033,7.1118,0.02086696,0.01821145,0.0170805,-0.00603313,0.06693088,0.06923247,53780391838,4.3624,53780391838,2022-06-07T18:36:00.000Z,1027,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,38:17.8,,
4,1839,BNB,BNB,bnb,941,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",165116760,163276974.6,163276974.6,,5,,,2022-06-07T18:36:00.000Z,286.6369259,1716483650,44.0114,0.97771046,-4.90035685,-10.88396379,-19.77233973,-32.62896299,-27.27536607,46801210081,3.7741,47328560504,2022-06-07T18:36:00.000Z,,,,,,38:17.8,,
5,2010,Cardano,ADA,cardano,453,2017-10-01T00:00:00.000Z,"['mineable', 'dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'bnb-chain']",45000000000,33739028516,34277702082,,6,,,2022-06-07T18:36:00.000Z,0.621932568,1300006826,-0.7539,1.06950155,4.09587872,1.77289669,-16.87243264,-41.03508226,-26.34478024,20983400654,1.7021,27986965570,2022-06-07T18:36:00.000Z,1839,BNB,BNB,bnb,0x3ee2200efb3400fabb9aacf31297cbdd1d435d47,38:17.8,,
6,52,XRP,XRP,xrp,734,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'binance-chain', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",1E+11,48343101197,99989535142,,7,,,2022-06-07T18:37:00.000Z,0.40086675,1311118475,11.6672,1.28069534,0.86781062,-3.87219131,-29.98606295,-47.09769445,-47.44495768,19379141866,1.5628,40086675008,2022-06-07T18:37:00.000Z,1839,BNB,BNB,bnb,0x1d2f0da169ceb9fc7b3144628db156f3f6c60dbe,38:17.8,,
7,4687,Binance USD,BUSD,binance-usd,3812,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,18158120131,18158120131,,8,,,2022-06-07T18:37:00.000Z,0.999469324,5129043551,13.9487,-0.15184597,-0.01628899,0.02948392,-0.16336163,-0.12603956,0.04704193,18148484058,1.4698,18148484058,2022-06-07T18:37:00.000Z,1839,BNB,BNB,bnb,BUSD-BD1,38:17.8,,
8,5426,Solana,SOL,solana,326,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,340434806.8,511616946.1,,9,,,2022-06-07T18:36:00.000Z,39.76560061,1784109146,-3.7864,1.72228886,-5.02719326,-13.72807074,-47.58904761,-64.97721782,-54.45039967,13537594562,1.0981,20344755145,2022-06-07T18:36:00.000Z,,,,,,38:17.8,,
9,74,Dogecoin,DOGE,dogecoin,482,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,1.32671E+11,1.32671E+11,,10,,,2022-06-07T18:37:00.000Z,0.080476132,433108993.3,-11.8979,0.56427267,-1.9959401,-6.8335648,-35.79765682,-44.43894445,-33.9128099,10676829902,0.8647,10676829902,2022-06-07T18:37:00.000Z,,,,,,38:17.8,,
